,Names (EN),Description (EN),Bill Sponsor,Status,Adam Vaughan,Alain Giguere,Alex Atamanenko,Alexandre Boulerice,Alexandrine Latendresse,Alice Wong,Andre Bellavance,Andrew Cash,Andrew Saxton,Andrew Scheer,Anne Marie Day,Anne Minh Thu Quach,Annick Papillon,Arnold Chan,Bal Gosal,Barry Devolin,Ben Lobb,Bernard Trottier,Bernard Valcourt,Bev Oda,Bev Shipley,Blaine Calkins,Blake Richards,Bob Dechert,Bob Rae,Bob Zimmer,Brad Butt,Bradley Trost,Brent Rathgeber,Brian Jean,Brian Masse,Brian Storseth,Bruce Hyer,Bruce Stanton,Bryan Hayes,Candice Hoeppner,Carol Hughes,Carolyn Bennett,Cathy Mcleod,Charlie Angus,Charmaine Borg,Cheryl Gallant,Chris Alexander,Chris Charlton,Chris Warkentin,Christian Paradis,Christine Moore,Chrystia Freeland,Chungsen Leung,Claude Gravelle,Claude Patry,Colin Carrie,Colin Mayes,Corneliu Chisu,Costas Menegakis,Craig Scott,Dan Albas,Dan Harris,Dany Morin,Daryl Kramp,Dave Mackenzie,Dave Van Kesteren,David Anderson,David Christopherson,David Mcguinty,David Sweet,David Tilson,David Wilks,David Yurdiga,Dean Allison,Dean Del Mastro,Deepak Obhrai,Denis Blanchette,Denis Coderre,Denis Lebel,Denise Savoie,Dennis Bevington,Devinder Shory,Diane Ablonczy,Diane Finley,Dick Harris,Djaouida Sellah,Dominic Leblanc,Don Davies,Earl Dreeshen,Ed Fast,Ed Holder,Ed Komarnicki,Elaine Michaud,Elizabeth May,Emmanuel Dubourg,Erin Otoole,Eve Adams,Eve Peclet,Fin Donnelly,Francine Raynault,Francis Scarpaleggia,Francois Choquette,Francois Lapointe,Francois Pilon,Francoise Boivin,Frank Valeriote,Gail Shea,Garry Breitkreuz,Gary Goodyear,Gary Schellenberger,Geoff Regan,Gerald Keddy,Gerry Byrne,Gerry Ritz,Glenn Thibeault,Gord Brown,Gordon Oconnor,Greg Kerr,Greg Rickford,Guy Caron,Guy Lauzon,Harold Albrecht,Hedy Fry,Helene Laverdiere,Helene Leblanc,Hoang Mai,Irene Mathyssen,Irwin Cotler,Isabelle Morin,Jack Harris,Jacques Gourde,James Bezan,James Lunney,James Moore,James Rajotte,Jamie Nicholls,Jasbir Sandhu,Jason Kenney,Jay Aspin,Jean Crowder,Jean Francois Fortin,Jean Francois Larose,Jean Rousseau,Jeff Watson,Jim Eglinski,Jim Flaherty,Jim Hillyer,Jim Karygiannis,Jinny Sims,Joan Crockatt,Joe Comartin,Joe Daniel,Joe Oliver,Joe Preston,John Baird,John Barlow,John Carmichael,John Duncan,John Mccallum,John Mckay,John Rafferty,John Weston,John Williamson,Jonathan Genest Jourdain,Jonathan Tremblay,Jose Nunez Melo,Joy Smith,Joyce Bateman,Joyce Murray,Judy Foote,Judy Sgro,Julian Fantino,Justin Trudeau,Keith Ashfield,Kellie Leitch,Kelly Block,Kennedy Stewart,Kerry Lynne Findlay,Kevin Lamoureux,Kevin Sorenson,Kirsty Duncan,Kyle Seeback,Larry Maguire,Larry Miller,Laurie Hawn,Laurin Liu,Lavar Payne,Lawrence Macaulay,Lawrence Toet,Lee Richardson,Leon Benoit,Leona Aglukkaq,Libby Davies,Linda Duncan,Lisa Raitt,Lise St Denis,Lois Brown,Louis Plamondon,Lynne Yelich,Lysane Blanchette Lamothe,Malcolm Allen,Manon Perreault,Marc Andre Morin,Marc Garneau,Maria Mourani,Marie Claude Morin,Marjolaine Boutin Sweet,Mark Adler,Mark Eyking,Mark Strahl,Mark Warawa,Massimo Pacetti,Mathieu Ravignat,Matthew Dube,Matthew Kellway,Maurice Vellacott,Mauril Belanger,Maxime Bernier,Megan Leslie,Merv Tweed,Michael Chong,Michelle Rempel,Mike Allen,Mike Lake,Mike Sullivan,Mike Wallace,Murray Rankin,Mylene Freeman,Nathan Cullen,Niki Ashton,Nina Grewal,Nycole Turmel,Olivia Chow,Parm Gill,Pat Martin,Pat Perkins,Patricia Davidson,Patrick Brown,Paul Calandra,Paul Dewar,Paulina Ayala,Peggy Nash,Peter Braid,Peter Goldring,Peter Julian,Peter Kent,Peter Mackay,Peter Penashue,Peter Stoffer,Peter Van Loan,Phil Mccoleman,Philip Toone,Pierre Dionne Labelle,Pierre Jacob,Pierre Lemieux,Pierre Luc Dusseault,Pierre Nantel,Pierre Poilievre,Ralph Goodale,Randall Garrison,Randy Hoback,Randy Kamp,Rathika Sitsabaiesan,Ray Boughen,Raymond Cote,Rejean Genest,Rick Dykstra,Rick Norlock,Rob Anders,Rob Clarke,Rob Merrifield,Rob Moore,Rob Nicholson,Robert Aubin,Robert Chisholm,Robert Goguen,Robert Sopuck,Rod Bruinooge,Rodger Cuzner,Rodney Weston,Romeo Saganash,Ron Cannan,Rona Ambrose,Rosane Dore Lefebvre,Roxanne James,Royal Galipeau,Russ Hiebert,Ruth Ellen Brosseau,Ryan Cleary,Ryan Leef,Sadia Groguhe,Sana Hassainia,Scott Andrews,Scott Armstrong,Scott Brison,Scott Reid,Scott Simms,Sean Casey,Shelly Glover,Stella Ambler,Stephane Dion,Stephen Harper,Stephen Woodworth,Steven Blaney,Steven Fletcher,Susan Truppe,Sylvain Chicoine,Tarik Brahmi,Ted Falk,Ted Hsu,Ted Menzies,Ted Opitz,Terence Young,Thomas Mulcair,Tilly Oneill Gordon,Tim Uppal,Tom Lukiwski,Tony Clement,Tyrone Benskin,Vic Toews,Wai Young,Wayne Easter,Wayne Marston,Wladyslaw Lizon,Yvon Godin,Yvonne Jones
C-610,,An Act to amend the Criminal Code (cruelty to animals),Irwin Cotler,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-611,,An Act to amend the Trade-marks Act (public authority),Geoff Regan,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-612,,An Act to amend the Auditor General Act and the Federal Sustainable Development Act (port authorities),Raymond Cote,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-613,,An Act to amend the Parliament of Canada Act and the Access to Information Act (transparency),Justin Trudeau,Second reading (House),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-614,VIA Rail Canada Act,An Act respecting VIA Rail Canada and making consequential amendments to another Act,Philip Toone,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-615,,An Act to amend the Criminal Code (cruelty to animals—electric shock collars),Kennedy Stewart,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-616,,An Act to amend the Criminal Code and the Corrections and Conditional Release Act (failure to comply with a condition),Brian Storseth,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-617,Interprovincial Waste Movement Act,"An Act to amend the Canadian Environmental Protection Act, 1999 (interprovincial movement of waste)",Megan Leslie,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-618,Foreign Lobbying Transparency Act,An Act to amend the Lobbying Act (reporting obligations),Cheryl Gallant,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-619,Climate Change Accountability Act,An Act to ensure Canada assumes its responsibilities in preventing dangerous climate change,Matthew Kellway,Second reading (House),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-620,Intern Protection Act,An Act to amend the Canada Labour Code (training without remuneration),Laurin Liu,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-621,,An Act to amend the Income Tax Act (economic substance),Murray Rankin,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-622,CSEC Accountability and Transparency Act,"An Act to amend the National Defence Act (transparency and accountability), to enact the Intelligence and Security Committee of Parliament Act and to make consequential amendments to other Acts",Joyce Murray,Defeated,Didn't vote,Yes,Yes,Yes,Yes,Didn't vote,Yes,Yes,No,Didn't vote,Yes,Yes,Yes,Yes,No,No,No,Didn't vote,No,,No,No,No,No,,No,No,Yes,Yes,,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Didn't vote,Yes,Didn't vote,Didn't vote,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Didn't vote,No,Yes,,No,,Yes,No,No,No,No,Yes,Yes,Yes,No,Didn't vote,No,No,Didn't vote,Yes,Yes,No,No,Yes,Didn't vote,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Didn't vote,Yes,No,No,No,Didn't vote,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Didn't vote,Yes,Yes,No,No,No,Didn't vote,No,Didn't vote,Yes,No,No,Yes,Didn't vote,Didn't vote,Didn't vote,No,,,No,,Yes,No,Yes,No,No,No,Didn't vote,No,No,No,Yes,Yes,Yes,No,No,Didn't vote,Yes,Yes,No,No,Yes,Yes,Yes,Didn't vote,Yes,Didn't vote,Didn't vote,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,,No,No,Yes,Yes,Didn't vote,Yes,No,Didn't vote,No,Didn't vote,Yes,Yes,Yes,Yes,Didn't vote,Yes,Yes,No,Yes,No,Didn't vote,Didn't vote,Yes,Yes,Yes,No,Yes,No,Yes,,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,No,Yes,,No,Didn't vote,No,Yes,Yes,Yes,No,No,Yes,No,No,,Didn't vote,No,No,Yes,Yes,Didn't vote,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Didn't vote,No,No,No,Yes,Didn't vote,No,Didn't vote,Didn't vote,Didn't vote,No,Yes,No,Yes,Yes,No,No,Didn't vote,Didn't vote,No,Didn't vote,No,No,Yes,Yes,No,Yes,,No,No,Yes,No,No,No,No,Yes,,Didn't vote,Yes,Yes,No,Didn't vote,Didn't vote
C-623,,An Act respecting the amendment of the Food and Drugs Regulations (labelling of certain food products),Annick Papillon,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-624,,An Act to amend the National Anthem Act (gender),Mauril Belanger,Second reading (House),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-625,Removal of Imprisonment in Relation to Mandatory Surveys Act,An Act to amend the Statistics Act (removal of imprisonment),Joe Preston,Second reading (House),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-626,,An Act to amend the Statistics Act (appointment of Chief Statistician and long-form census),Ted Hsu,Second reading (House),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-627,,An Act to amend the Railway Safety Act (safety of persons and property),Joyce Bateman,Second reading (House),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-628,,"An Act to amend the Canada Shipping Act, 2001 and the National Energy Board Act (oil transportation and pipeline certificate)",Nathan Cullen,Second reading (House),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-629,,An Act to amend the Fisheries Act (invasive carp),Brian Masse,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-630,Support for Volunteer Firefighters Act,An Act to amend the Canada Labour Code and the Employment Insurance Act (volunteer firefighters),Christine Moore,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-631,Protecting Burnaby Lakes and Rivers Act,"An Act to amend the Navigation Protection Act (Burnaby Lake, Deer Lake and Brunette River)",Kennedy Stewart,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-632,Redress for Victims of International Crimes Act,"An Act to amend the State Immunity Act (genocide, crimes against humanity, war crimes or torture)",Irwin Cotler,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-633,,An Act to amend the Royal Canadian Mounted Police Superannuation Act (veterans independence program),Peter Stoffer,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-634,Canadian Environmental Bill of Rights,An Act to establish a Canadian Environmental Bill of Rights,Linda Duncan,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-635,Latin-American Heritage Day Act,An Act to establish Latin-American Heritage Day,Paulina Ayala,Introduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-636,Intern Protection Act,An Act to amend the Canada Labour Code (unpaid training),Laurin Liu,Second reading (House),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
